text,label,label_encoded,text_length,word_count
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
"Lately, excited about the weekend plans with friends.",low_stress,0,53,8
"Yesterday, finished reading a great book. highly recommend it. Feeling content with life right now.",low_stress,0,99,15
"Lately, just finished a nice walk in the park. the weather is beautiful.",low_stress,0,72,13
"This month, had a productive workout session this morning.",low_stress,0,58,9
"This week, looking forward to the vacation next month.",low_stress,0,54,9
Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,64,12
Looking forward to the vacation next month.,low_stress,0,43,7
"Recently, made progress on my goals today. feeling motivated. Finished reading a great book. Highly recommend it.",low_stress,0,113,17
Everyone would be happier if I wasn't around.,crisis,2,45,8
"This week, financial stress is getting to me. bills keep piling up.",high_stress,1,67,12
"Recently, feeling overwhelmed by responsibilities.",high_stress,1,50,5
"Today, had a nice dinner with friends. good times!",low_stress,0,50,9
Looking forward to the vacation next month. Excited about the weekend plans with friends.,low_stress,0,89,14
Life feels meaningless. I don't want to be here.,crisis,2,48,9
Looking forward to the vacation next month.,low_stress,0,43,7
I'm going to end it all soon. Made my decision.,crisis,2,47,10
Can't handle the pain anymore. Need it to stop.,crisis,2,47,9
Looking forward to the vacation next month. Finished reading a great book. Highly recommend it.,low_stress,0,95,15
"Today, completed my project on time. feeling accomplished!",low_stress,0,58,8
"This week, had a great day at work today. feeling productive and happy.",low_stress,0,71,13
I'm going to end it all soon. Made my decision.,crisis,2,47,10
Had a difficult conversation today. Still feeling tense.,high_stress,1,56,8
"Recently, finished reading a great book. highly recommend it.",low_stress,0,61,9
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
"Lately, feeling like there's no point in continuing.",crisis,2,52,8
Feeling content with life right now.,low_stress,0,36,6
"This week, i want to disappear. nobody would even notice.",crisis,2,57,10
"This week, feeling positive about the future.",low_stress,0,45,7
Life feels meaningless. I don't want to be here.,crisis,2,48,9
"This month, everyone would be happier if i wasn't around. The darkness is overwhelming. I see no light ahead.",crisis,2,109,19
"Lately, i want to disappear. nobody would even notice. I'm going to end it all soon. Made my decision.",crisis,2,102,19
"Yesterday, i want to disappear. nobody would even notice.",crisis,2,57,9
the darkness is overwhelming. i see no light ahead.,crisis,2,51,9
feeling completely hopeless. nothing seems to matter. Feeling like there's no point in continuing.,crisis,2,98,14
I'm going to end it all soon. Made my decision.,crisis,2,47,10
The darkness is overwhelming. I see no light ahead. Feeling completely hopeless. Nothing seems to matter.,crisis,2,105,16
Feeling content with life right now. Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,101,18
"Yesterday, made progress on my goals today. feeling motivated.",low_stress,0,62,9
Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,64,12
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
Had a nice dinner with friends. Good times! Had a nice dinner with friends. Good times!,low_stress,0,87,16
"Lately, looking forward to the vacation next month. Completed my project on time. Feeling accomplished!",low_stress,0,103,15
"This week, having trouble managing my emotions lately.",high_stress,1,54,8
"This week, had a good conversation with my family today. Grateful for the support from my colleagues.",low_stress,0,101,17
"Yesterday, work has been really overwhelming lately. so many deadlines.",high_stress,1,71,10
"This week, anxiety has been high this week. hard to relax.",high_stress,1,58,11
"Today, i want to disappear. nobody would even notice.",crisis,2,53,9
Finished reading a great book. Highly recommend it.,low_stress,0,51,8
"This week, can't seem to focus on anything. mind is all over the place. Feeling isolated. Haven't seen friends in weeks.",high_stress,1,120,21
Finished reading a great book. Highly recommend it.,low_stress,0,51,8
"Lately, worried about my health. need to see a doctor soon.",high_stress,1,59,11
"Recently, feeling like there's no point in continuing.",crisis,2,54,8
Feeling content with life right now. Feeling positive about the future.,low_stress,0,71,11
Feeling anxious about the upcoming presentation. Struggling to keep up with everything. Feeling exhausted.,high_stress,1,106,14
Anxiety has been high this week. Hard to relax.,high_stress,1,47,9
"Lately, can't stop thinking about ending everything.",crisis,2,52,7
Feeling anxious about the upcoming presentation.,high_stress,1,48,6
I can't do this anymore. The suffering is too much.,crisis,2,51,10
"Recently, had a productive workout session this morning. Had a productive workout session this morning.",low_stress,0,103,15
"Yesterday, i'm a burden to everyone. they'd be better off without me. I don't see a way out of this situation anymore.",crisis,2,118,22
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
Had a great day at work today. Feeling productive and happy.,low_stress,0,60,11
Struggling to keep up with everything. Feeling exhausted.,high_stress,1,57,8
Anxiety has been high this week. Hard to relax.,high_stress,1,47,9
Having trouble managing my emotions lately.,high_stress,1,43,6
"This month, financial stress is getting to me. bills keep piling up.",high_stress,1,68,12
"Today, feeling burned out. everything feels like too much.",high_stress,1,58,9
just finished a nice walk in the park. the weather is beautiful.,low_stress,0,64,12
Finished reading a great book. Highly recommend it. Feeling positive about the future.,low_stress,0,86,13
"Yesterday, anxiety has been high this week. hard to relax.",high_stress,1,58,10
"Today, anxiety has been high this week. hard to relax.",high_stress,1,54,10
Worried about my health. Need to see a doctor soon.,high_stress,1,51,10
"This week, i'm going to end it all soon. made my decision.",crisis,2,58,12
I'm a burden to everyone. They'd be better off without me.,crisis,2,58,11
"Lately, completed my project on time. feeling accomplished!",low_stress,0,59,8
"This month, feeling overwhelmed by responsibilities.",high_stress,1,52,6
Feeling isolated. Haven't seen friends in weeks. Work-life balance is completely off. Need a break.,high_stress,1,99,15
had a productive workout session this morning.,low_stress,0,46,7
"Lately, had a restful sleep last night. feeling refreshed.",low_stress,0,58,9
"Recently, had a nice dinner with friends. good times! Just finished a nice walk in the park. The weather is beautiful.",low_stress,0,118,21
Feeling positive about the future.,low_stress,0,34,5
"Yesterday, anxiety has been high this week. hard to relax. Anxiety has been high this week. Hard to relax.",high_stress,1,106,19
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
"Recently, struggling to keep up with everything. feeling exhausted.",high_stress,1,67,9
"Today, grateful for the support from my colleagues.",low_stress,0,51,8
"This week, excited about the weekend plans with friends. Finished reading a great book. Highly recommend it.",low_stress,0,108,17
"Lately, feeling anxious about the upcoming presentation.",high_stress,1,56,7
"Yesterday, had a productive workout session this morning.",low_stress,0,57,8
"This week, i'm going to end it all soon. made my decision. I want to disappear. Nobody would even notice.",crisis,2,105,20
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
Feeling completely hopeless. Nothing seems to matter. Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,117,15
"Recently, feeling content with life right now. Had a productive workout session this morning.",low_stress,0,93,14
Grateful for the support from my colleagues.,low_stress,0,44,7
"Today, feeling content with life right now.",low_stress,0,43,7
"This week, i don't see a way out of this situation anymore.",crisis,2,59,12
Feeling overwhelmed by responsibilities.,high_stress,1,40,4
Anxiety has been high this week. Hard to relax.,high_stress,1,47,9
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
"This week, work has been really overwhelming lately. so many deadlines. Feeling overwhelmed by responsibilities.",high_stress,1,112,15
Can't handle the pain anymore. Need it to stop.,crisis,2,47,9
Work-life balance is completely off. Need a break.,high_stress,1,50,8
"Recently, the darkness is overwhelming. i see no light ahead.",crisis,2,61,10
"This month, relationship problems are causing a lot of stress. Financial stress is getting to me. Bills keep piling up.",high_stress,1,119,20
The darkness is overwhelming. I see no light ahead. Can't stop thinking about ending everything.,crisis,2,96,15
"Yesterday, anxiety has been high this week. hard to relax. Can't seem to focus on anything. Mind is all over the place.",high_stress,1,119,22
can't stop thinking about ending everything. The darkness is overwhelming. I see no light ahead.,crisis,2,96,15
"Yesterday, anxiety has been high this week. hard to relax.",high_stress,1,58,10
Had a productive workout session this morning.,low_stress,0,46,7
"This month, feeling burned out. everything feels like too much.",high_stress,1,63,10
Had a difficult conversation today. Still feeling tense.,high_stress,1,56,8
Anxiety has been high this week. Hard to relax.,high_stress,1,47,9
"This month, i'm a burden to everyone. they'd be better off without me.",crisis,2,70,13
I can't do this anymore. The suffering is too much.,crisis,2,51,10
"Recently, had a difficult conversation today. still feeling tense.",high_stress,1,66,9
"Recently, having trouble managing my emotions lately. Worried about my health. Need to see a doctor soon.",high_stress,1,105,17
Struggling to keep up with everything. Feeling exhausted.,high_stress,1,57,8
Had a good conversation with my family today.,low_stress,0,45,8
had a nice dinner with friends. good times!,low_stress,0,43,8
"This month, feeling burned out. everything feels like too much.",high_stress,1,63,10
"This month, haven't been sleeping well. mind keeps racing at night. Anxiety has been high this week. Hard to relax.",high_stress,1,115,20
feeling like there's no point in continuing.,crisis,2,44,7
Can't handle the pain anymore. Need it to stop.,crisis,2,47,9
Feeling overwhelmed by responsibilities. Feeling overwhelmed by responsibilities.,high_stress,1,81,8
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
"Today, feeling isolated. haven't seen friends in weeks. Struggling to keep up with everything. Feeling exhausted.",high_stress,1,113,16
"Yesterday, i want to disappear. nobody would even notice.",crisis,2,57,9
Excited about the weekend plans with friends.,low_stress,0,45,7
"This week, feeling burned out. everything feels like too much.",high_stress,1,62,10
everyone would be happier if i wasn't around. I'm a burden to everyone. They'd be better off without me.,crisis,2,104,19
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
"Yesterday, feeling like there's no point in continuing.",crisis,2,55,8
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
Had a good conversation with my family today.,low_stress,0,45,8
worried about my health. need to see a doctor soon.,high_stress,1,51,10
Life feels meaningless. I don't want to be here.,crisis,2,48,9
Had a restful sleep last night. Feeling refreshed.,low_stress,0,50,8
Enjoying my new hobby. It's very relaxing.,low_stress,0,42,7
Had a difficult conversation today. Still feeling tense. Work-life balance is completely off. Need a break.,high_stress,1,107,16
Struggling to keep up with everything. Feeling exhausted.,high_stress,1,57,8
Can't handle the pain anymore. Need it to stop.,crisis,2,47,9
Feeling like there's no point in continuing.,crisis,2,44,7
"Recently, the darkness is overwhelming. i see no light ahead.",crisis,2,61,10
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
I've been planning to hurt myself. Can't take it anymore.,crisis,2,57,10
Worried about my health. Need to see a doctor soon.,high_stress,1,51,10
"This month, everyone would be happier if i wasn't around.",crisis,2,57,10
"This month, feeling like there's no point in continuing.",crisis,2,56,9
"This month, life feels meaningless. i don't want to be here.",crisis,2,60,11
"This week, feeling isolated. haven't seen friends in weeks.",high_stress,1,59,9
"Lately, enjoying my new hobby. it's very relaxing.",low_stress,0,50,8
Excited about the weekend plans with friends.,low_stress,0,45,7
"Lately, had a great day at work today. feeling productive and happy. Finished reading a great book. Highly recommend it.",low_stress,0,120,20
"Today, having trouble managing my emotions lately.",high_stress,1,50,7
The darkness is overwhelming. I see no light ahead.,crisis,2,51,9
"This week, thinking about suicide constantly. can't escape these thoughts. Thinking about suicide constantly. Can't escape these thoughts.",crisis,2,138,18
"Yesterday, the pain is unbearable. i don't want to feel this way anymore.",crisis,2,73,13
had a productive workout session this morning. Had a productive workout session this morning.,low_stress,0,93,14
The pain is unbearable. I don't want to feel this way anymore.,crisis,2,62,12
Had a difficult conversation today. Still feeling tense.,high_stress,1,56,8
"This month, the darkness is overwhelming. i see no light ahead. Feeling completely hopeless. Nothing seems to matter.",crisis,2,117,18
"Lately, work has been really overwhelming lately. so many deadlines. Struggling to keep up with everything. Feeling exhausted.",high_stress,1,126,18
Can't stop thinking about ending everything.,crisis,2,44,6
Struggling to keep up with everything. Feeling exhausted.,high_stress,1,57,8
"This week, feeling overwhelmed by responsibilities.",high_stress,1,51,6
"Lately, i want to disappear. nobody would even notice.",crisis,2,54,9
I'm a burden to everyone. They'd be better off without me.,crisis,2,58,11
"This month, i'm going to end it all soon. made my decision. I've been planning to hurt myself. Can't take it anymore.",crisis,2,117,22
"Today, i want to disappear. nobody would even notice.",crisis,2,53,9
"Lately, can't handle the pain anymore. need it to stop.",crisis,2,55,10
Had a good conversation with my family today.,low_stress,0,45,8
Excited about the weekend plans with friends.,low_stress,0,45,7
Haven't been sleeping well. Mind keeps racing at night. Can't seem to focus on anything. Mind is all over the place.,high_stress,1,116,21
"Yesterday, feeling completely hopeless. nothing seems to matter.",crisis,2,64,8
Relationship problems are causing a lot of stress.,high_stress,1,50,8
"Lately, made progress on my goals today. feeling motivated.",low_stress,0,59,9
Work has been really overwhelming lately. So many deadlines. Can't seem to focus on anything. Mind is all over the place.,high_stress,1,121,21
I want to disappear. Nobody would even notice.,crisis,2,46,8
"Recently, finished reading a great book. highly recommend it.",low_stress,0,61,9
"Yesterday, finished reading a great book. highly recommend it.",low_stress,0,62,9
"This week, i've been planning to hurt myself. can't take it anymore.",crisis,2,68,12
"Yesterday, work-life balance is completely off. need a break.",high_stress,1,61,9
I'm a burden to everyone. They'd be better off without me. Can't handle the pain anymore. Need it to stop.,crisis,2,106,20
"This month, feeling overwhelmed by responsibilities.",high_stress,1,52,6
feeling completely hopeless. nothing seems to matter.,crisis,2,53,7
"Yesterday, feeling like there's no point in continuing.",crisis,2,55,8
"This month, excited about the weekend plans with friends.",low_stress,0,57,9
"Today, everyone would be happier if i wasn't around.",crisis,2,52,9
i'm a burden to everyone. they'd be better off without me. I've been planning to hurt myself. Can't take it anymore.,crisis,2,116,21
"This week, feeling anxious about the upcoming presentation.",high_stress,1,59,8
"Lately, can't seem to focus on anything. mind is all over the place.",high_stress,1,68,13
"This month, completed my project on time. feeling accomplished!",low_stress,0,63,9
Looking forward to the vacation next month.,low_stress,0,43,7
Feeling anxious about the upcoming presentation.,high_stress,1,48,6
Struggling to keep up with everything. Feeling exhausted.,high_stress,1,57,8
"This week, i don't see a way out of this situation anymore.",crisis,2,59,12
"This month, can't stop thinking about ending everything. Feeling completely hopeless. Nothing seems to matter.",crisis,2,110,15
Worried about my health. Need to see a doctor soon. Work has been really overwhelming lately. So many deadlines.,high_stress,1,112,19
Everyone would be happier if I wasn't around.,crisis,2,45,8
I'm going to end it all soon. Made my decision. I don't see a way out of this situation anymore.,crisis,2,96,20
"This week, had a good conversation with my family today.",low_stress,0,56,10
worried about my health. need to see a doctor soon.,high_stress,1,51,10
I'm going to end it all soon. Made my decision. I've been planning to hurt myself. Can't take it anymore.,crisis,2,105,20
Grateful for the support from my colleagues.,low_stress,0,44,7
"This month, haven't been sleeping well. mind keeps racing at night.",high_stress,1,67,11
"Recently, struggling to keep up with everything. feeling exhausted.",high_stress,1,67,9
"Yesterday, feeling positive about the future.",low_stress,0,45,6
Completed my project on time. Feeling accomplished! Looking forward to the vacation next month.,low_stress,0,95,14
Can't handle the pain anymore. Need it to stop.,crisis,2,47,9
The pain is unbearable. I don't want to feel this way anymore.,crisis,2,62,12
Haven't been sleeping well. Mind keeps racing at night.,high_stress,1,55,9
"Recently, feeling content with life right now.",low_stress,0,46,7
"This month, completed my project on time. feeling accomplished! Looking forward to the vacation next month.",low_stress,0,107,16
"Recently, i don't see a way out of this situation anymore. Feeling like there's no point in continuing.",crisis,2,103,18
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
"This month, grateful for the support from my colleagues.",low_stress,0,56,9
I'm going to end it all soon. Made my decision.,crisis,2,47,10
Work-life balance is completely off. Need a break.,high_stress,1,50,8
Worried about my health. Need to see a doctor soon. Haven't been sleeping well. Mind keeps racing at night.,high_stress,1,107,19
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
"This week, had a great day at work today. feeling productive and happy.",low_stress,0,71,13
Anxiety has been high this week. Hard to relax. Feeling burned out. Everything feels like too much.,high_stress,1,99,17
Haven't been sleeping well. Mind keeps racing at night.,high_stress,1,55,9
Relationship problems are causing a lot of stress. Feeling isolated. Haven't seen friends in weeks.,high_stress,1,99,15
"Recently, grateful for the support from my colleagues.",low_stress,0,54,8
struggling to keep up with everything. feeling exhausted.,high_stress,1,57,8
Thinking about suicide constantly. Can't escape these thoughts. The darkness is overwhelming. I see no light ahead.,crisis,2,115,17
Work has been really overwhelming lately. So many deadlines.,high_stress,1,60,9
"This week, enjoying my new hobby. it's very relaxing. Had a restful sleep last night. Feeling refreshed.",low_stress,0,104,17
Work-life balance is completely off. Need a break.,high_stress,1,50,8
"Recently, everyone would be happier if i wasn't around.",crisis,2,55,9
The darkness is overwhelming. I see no light ahead.,crisis,2,51,9
"This week, work has been really overwhelming lately. so many deadlines.",high_stress,1,71,11
I don't see a way out of this situation anymore.,crisis,2,48,10
Can't seem to focus on anything. Mind is all over the place. Having trouble managing my emotions lately.,high_stress,1,104,18
"Yesterday, made progress on my goals today. feeling motivated.",low_stress,0,62,9
"Today, having trouble managing my emotions lately.",high_stress,1,50,7
"Recently, had a good conversation with my family today. Grateful for the support from my colleagues.",low_stress,0,100,16
"This month, had a nice dinner with friends. good times! Had a restful sleep last night. Feeling refreshed.",low_stress,0,106,18
The pain is unbearable. I don't want to feel this way anymore. The darkness is overwhelming. I see no light ahead.,crisis,2,114,21
"This month, life feels meaningless. i don't want to be here.",crisis,2,60,11
"This week, grateful for the support from my colleagues.",low_stress,0,55,9
"Today, work-life balance is completely off. need a break.",high_stress,1,57,9
feeling anxious about the upcoming presentation.,high_stress,1,48,6
"Recently, everyone would be happier if i wasn't around. Life feels meaningless. I don't want to be here.",crisis,2,104,18
Relationship problems are causing a lot of stress.,high_stress,1,50,8
"This week, had a difficult conversation today. still feeling tense.",high_stress,1,67,10
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
Had a great day at work today. Feeling productive and happy.,low_stress,0,60,11
"Recently, excited about the weekend plans with friends.",low_stress,0,55,8
Can't handle the pain anymore. Need it to stop.,crisis,2,47,9
"Recently, work-life balance is completely off. need a break. Anxiety has been high this week. Hard to relax.",high_stress,1,108,18
"Today, having trouble managing my emotions lately.",high_stress,1,50,7
Had a productive workout session this morning.,low_stress,0,46,7
"Recently, feeling positive about the future. Had a good conversation with my family today.",low_stress,0,90,14
"Yesterday, can't stop thinking about ending everything.",crisis,2,55,7
"Today, haven't been sleeping well. mind keeps racing at night. Having trouble managing my emotions lately.",high_stress,1,106,16
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
"Today, work-life balance is completely off. need a break. Feeling isolated. Haven't seen friends in weeks.",high_stress,1,106,16
"This week, i want to disappear. nobody would even notice. I'm going to end it all soon. Made my decision.",crisis,2,105,20
"This week, excited about the weekend plans with friends.",low_stress,0,56,9
Relationship problems are causing a lot of stress.,high_stress,1,50,8
Work has been really overwhelming lately. So many deadlines.,high_stress,1,60,9
I want to disappear. Nobody would even notice. Feeling completely hopeless. Nothing seems to matter.,crisis,2,100,15
The darkness is overwhelming. I see no light ahead.,crisis,2,51,9
Had a difficult conversation today. Still feeling tense.,high_stress,1,56,8
Finished reading a great book. Highly recommend it. Enjoying my new hobby. It's very relaxing.,low_stress,0,94,15
"This week, life feels meaningless. i don't want to be here. I can't do this anymore. The suffering is too much.",crisis,2,111,21
"This month, can't seem to focus on anything. mind is all over the place.",high_stress,1,72,14
"This week, looking forward to the vacation next month.",low_stress,0,54,9
Can't handle the pain anymore. Need it to stop. Can't stop thinking about ending everything.,crisis,2,92,15
"This week, relationship problems are causing a lot of stress.",high_stress,1,61,10
"Today, life feels meaningless. i don't want to be here.",crisis,2,55,10
"Lately, everyone would be happier if i wasn't around.",crisis,2,53,9
"This month, life feels meaningless. i don't want to be here.",crisis,2,60,11
"This month, feeling completely hopeless. nothing seems to matter.",crisis,2,65,9
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
Had a difficult conversation today. Still feeling tense.,high_stress,1,56,8
Thinking about suicide constantly. Can't escape these thoughts.,crisis,2,63,8
Looking forward to the vacation next month. Enjoying my new hobby. It's very relaxing.,low_stress,0,86,14
"Yesterday, the darkness is overwhelming. i see no light ahead.",crisis,2,62,10
"Recently, relationship problems are causing a lot of stress.",high_stress,1,60,9
"Today, feeling content with life right now. Had a good conversation with my family today.",low_stress,0,89,15
Anxiety has been high this week. Hard to relax.,high_stress,1,47,9
The darkness is overwhelming. I see no light ahead.,crisis,2,51,9
I want to disappear. Nobody would even notice.,crisis,2,46,8
"Lately, looking forward to the vacation next month.",low_stress,0,51,8
"This week, just finished a nice walk in the park. the weather is beautiful.",low_stress,0,75,14
"This week, feeling like there's no point in continuing.",crisis,2,55,9
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
"Recently, i've been planning to hurt myself. can't take it anymore.",crisis,2,67,11
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
Relationship problems are causing a lot of stress. Feeling anxious about the upcoming presentation.,high_stress,1,99,14
"This month, having trouble managing my emotions lately. Having trouble managing my emotions lately.",high_stress,1,99,14
"Lately, i don't see a way out of this situation anymore.",crisis,2,56,11
Anxiety has been high this week. Hard to relax.,high_stress,1,47,9
"This month, excited about the weekend plans with friends.",low_stress,0,57,9
"Today, can't stop thinking about ending everything.",crisis,2,51,7
Had a nice dinner with friends. Good times! Finished reading a great book. Highly recommend it.,low_stress,0,95,16
"Yesterday, enjoying my new hobby. it's very relaxing.",low_stress,0,53,8
Feeling content with life right now. Finished reading a great book. Highly recommend it.,low_stress,0,88,14
Enjoying my new hobby. It's very relaxing.,low_stress,0,42,7
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
"This week, had a great day at work today. feeling productive and happy.",low_stress,0,71,13
Made progress on my goals today. Feeling motivated.,low_stress,0,51,8
Finished reading a great book. Highly recommend it.,low_stress,0,51,8
Excited about the weekend plans with friends.,low_stress,0,45,7
Grateful for the support from my colleagues. Had a good conversation with my family today.,low_stress,0,90,15
"Lately, relationship problems are causing a lot of stress.",high_stress,1,58,9
Had a nice dinner with friends. Good times!,low_stress,0,43,8
"Recently, had a nice dinner with friends. good times!",low_stress,0,53,9
"Lately, can't stop thinking about ending everything.",crisis,2,52,7
struggling to keep up with everything. feeling exhausted.,high_stress,1,57,8
"This month, relationship problems are causing a lot of stress. Haven't been sleeping well. Mind keeps racing at night.",high_stress,1,118,19
I want to disappear. Nobody would even notice.,crisis,2,46,8
Struggling to keep up with everything. Feeling exhausted. Anxiety has been high this week. Hard to relax.,high_stress,1,105,17
The pain is unbearable. I don't want to feel this way anymore.,crisis,2,62,12
Anxiety has been high this week. Hard to relax.,high_stress,1,47,9
Haven't been sleeping well. Mind keeps racing at night.,high_stress,1,55,9
Feeling isolated. Haven't seen friends in weeks. Relationship problems are causing a lot of stress.,high_stress,1,99,15
"Today, feeling anxious about the upcoming presentation.",high_stress,1,55,7
"Yesterday, having trouble managing my emotions lately. Feeling anxious about the upcoming presentation.",high_stress,1,103,13
"This week, relationship problems are causing a lot of stress.",high_stress,1,61,10
Worried about my health. Need to see a doctor soon. Had a difficult conversation today. Still feeling tense.,high_stress,1,108,18
"Lately, feeling content with life right now.",low_stress,0,44,7
I can't do this anymore. The suffering is too much.,crisis,2,51,10
"Today, i'm going to end it all soon. made my decision.",crisis,2,54,11
"Recently, everyone would be happier if i wasn't around.",crisis,2,55,9
"Recently, feeling completely hopeless. nothing seems to matter.",crisis,2,63,8
"Today, made progress on my goals today. feeling motivated.",low_stress,0,58,9
Relationship problems are causing a lot of stress.,high_stress,1,50,8
Had a productive workout session this morning.,low_stress,0,46,7
Feeling isolated. Haven't seen friends in weeks.,high_stress,1,48,7
life feels meaningless. i don't want to be here.,crisis,2,48,9
"Lately, the darkness is overwhelming. i see no light ahead. I'm a burden to everyone. They'd be better off without me.",crisis,2,118,21
Looking forward to the vacation next month. Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,108,19
The pain is unbearable. I don't want to feel this way anymore. Can't stop thinking about ending everything.,crisis,2,107,18
I've been planning to hurt myself. Can't take it anymore.,crisis,2,57,10
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
"This week, feeling overwhelmed by responsibilities.",high_stress,1,51,6
"This week, can't handle the pain anymore. need it to stop.",crisis,2,58,11
Relationship problems are causing a lot of stress. Struggling to keep up with everything. Feeling exhausted.,high_stress,1,108,16
Can't stop thinking about ending everything.,crisis,2,44,6
Had a good conversation with my family today. Had a restful sleep last night. Feeling refreshed.,low_stress,0,96,16
Struggling to keep up with everything. Feeling exhausted.,high_stress,1,57,8
I'm a burden to everyone. They'd be better off without me.,crisis,2,58,11
Worried about my health. Need to see a doctor soon. Feeling isolated. Haven't seen friends in weeks.,high_stress,1,100,17
"Today, grateful for the support from my colleagues.",low_stress,0,51,8
Excited about the weekend plans with friends.,low_stress,0,45,7
"Today, worried about my health. need to see a doctor soon.",high_stress,1,58,11
"Yesterday, had a great day at work today. feeling productive and happy.",low_stress,0,71,12
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
Had a difficult conversation today. Still feeling tense. Feeling isolated. Haven't seen friends in weeks.,high_stress,1,105,15
Haven't been sleeping well. Mind keeps racing at night.,high_stress,1,55,9
"Yesterday, life feels meaningless. i don't want to be here.",crisis,2,59,10
Can't stop thinking about ending everything. Can't handle the pain anymore. Need it to stop.,crisis,2,92,15
financial stress is getting to me. bills keep piling up.,high_stress,1,56,10
Can't seem to focus on anything. Mind is all over the place.,high_stress,1,60,12
"This month, finished reading a great book. highly recommend it. Had a good conversation with my family today.",low_stress,0,109,18
"This week, thinking about suicide constantly. can't escape these thoughts.",crisis,2,74,10
"Lately, finished reading a great book. highly recommend it.",low_stress,0,59,9
grateful for the support from my colleagues.,low_stress,0,44,7
Can't stop thinking about ending everything.,crisis,2,44,6
Can't seem to focus on anything. Mind is all over the place. Work-life balance is completely off. Need a break.,high_stress,1,111,20
Work-life balance is completely off. Need a break.,high_stress,1,50,8
Had a difficult conversation today. Still feeling tense.,high_stress,1,56,8
Enjoying my new hobby. It's very relaxing.,low_stress,0,42,7
"This month, had a good conversation with my family today.",low_stress,0,57,10
"Yesterday, made progress on my goals today. feeling motivated.",low_stress,0,62,9
Struggling to keep up with everything. Feeling exhausted.,high_stress,1,57,8
"This month, had a difficult conversation today. still feeling tense. Struggling to keep up with everything. Feeling exhausted.",high_stress,1,126,18
"Today, feeling completely hopeless. nothing seems to matter.",crisis,2,60,8
"Yesterday, feeling positive about the future.",low_stress,0,45,6
Can't stop thinking about ending everything.,crisis,2,44,6
"Today, looking forward to the vacation next month.",low_stress,0,50,8
Work-life balance is completely off. Need a break.,high_stress,1,50,8
Feeling anxious about the upcoming presentation.,high_stress,1,48,6
feeling content with life right now.,low_stress,0,36,6
Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,64,12
Struggling to keep up with everything. Feeling exhausted.,high_stress,1,57,8
Grateful for the support from my colleagues.,low_stress,0,44,7
"Today, had a nice dinner with friends. good times!",low_stress,0,50,9
"Recently, feeling anxious about the upcoming presentation.",high_stress,1,58,7
I don't see a way out of this situation anymore. Everyone would be happier if I wasn't around.,crisis,2,94,18
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
"Today, had a productive workout session this morning.",low_stress,0,53,8
"Recently, work-life balance is completely off. need a break.",high_stress,1,60,9
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
"Lately, i don't see a way out of this situation anymore. The pain is unbearable. I don't want to feel this way anymore.",crisis,2,119,23
"This week, had a nice dinner with friends. good times!",low_stress,0,54,10
Finished reading a great book. Highly recommend it. Looking forward to the vacation next month.,low_stress,0,95,15
Having trouble managing my emotions lately.,high_stress,1,43,6
"This week, having trouble managing my emotions lately.",high_stress,1,54,8
Relationship problems are causing a lot of stress.,high_stress,1,50,8
The darkness is overwhelming. I see no light ahead. I want to disappear. Nobody would even notice.,crisis,2,98,17
"This month, had a productive workout session this morning.",low_stress,0,58,9
"Yesterday, feeling burned out. everything feels like too much.",high_stress,1,62,9
Had a restful sleep last night. Feeling refreshed.,low_stress,0,50,8
"Recently, i'm going to end it all soon. made my decision.",crisis,2,57,11
